round,player_hand,dealer_hand,actions,reward
525,"7,9,10","8,4,11,4",1,-1
526,"2,3","7,2,10",0,-1
527,"6,7,2","10,2,3,7","3,2",1
527,"6,10","10,2,3,7","3,2",1
528,"3,5,4,11,9","2,8,7","1,1,1",-1
529,"9,10","11,10",,-1
530,"2,10,10","3,2,2,8,3",1,-1
531,"3,2","4,10,6",0,-1
532,"9,10","10,11",,-1
533,"9,8,2,8","10,6,6","1,1",-1
534,"2,7","6,7,2,5",0,-1
535,"7,8,11,10","8,8,10","1,1",-1
536,"10,11","6,10,4",0,1
537,"7,10,6","10,6,7",1,-1
538,"3,4","5,10,3",0,-1
539,"11,9","2,6,6,8",0,1
540,"4,5,10","10,8",2,1
541,"5,7,4","8,7,7",2,1
542,"10,10","9,11",0,0
543,"10,10,6","10,3,10",1,-1
544,"5,6,8","3,3,3,10","1,0",0
545,"8,5,11","11,11,11,6",2,-1
546,"10,8,6","9,7,11",1,-1
547,"5,7,10","11,2,9,2,2,7",2,-1
548,"10,8,5","11,7",2,-1
549,"10,10,10","10,10",2,-1
550,"4,7,11","10,5,9",2,1
551,"4,3,10","6,10,5","3,2",-1
551,"4,10","6,10,5","3,2",-1
552,"5,10,2","10,5,4",2,-1
553,"5,4,3,10","4,9,9","1,1",-1
554,"5,9,9","10,10",2,-1
555,"10,10","8,9",0,1
556,"6,10,5","10,10",1,1
557,"10,10,10","10,2,3,10",1,-1
558,"10,6,10","6,7,9",1,-1
559,"4,7,9","10,3,6","3,2",1
559,"4,10","10,3,6","3,2",-1
560,"10,8,10","11,2,10,3,9",1,-1
561,"10,7,11,10","10,10","1,1",-1
562,"3,2","6,8,10",0,1
563,"5,11,7,10","8,7,10","1,1",-1
564,"10,10","3,2,11,10,9",0,1
565,"3,8","7,5,11,2,8",0,1
566,"6,7,10","8,10",1,-1
567,"10,11,3","10,2,2,4","1,0",-1
568,"10,4,3,3","4,2,7,10","1,1,0",1
569,"10,7,10","10,3,4",1,-1
570,"4,3","7,10",0,-1
571,"4,3","8,7,2",0,-1
572,"10,11,8,10","10,6,5","1,1",-1
573,"3,9,5","10,7",2,0
574,"6,11,5","10,10","1,0",-1
575,"10,10,7","10,2,5",1,-1
576,"10,2,10","10,5,10",2,-1
577,"3,10,10","7,2,10",1,-1
578,"3,2","10,10",0,-1
579,"10,3,10","4,11,9,9",1,-1
580,"3,10,10","4,10,11,7",1,-1
581,"5,8,6,5","9,7,3","1,1",-1
582,"8,9,7","10,7",1,-1
583,"8,11,3","10,10","1,0",-1
584,"8,10","11,10",,-1
585,"5,10,6","3,9,10",1,1
586,"5,4,4,9","3,3,4,3,5","1,1",-1
587,"9,10,10","8,6,5",1,-1
588,"7,11","4,10,8",0,1
589,"10,6,9","10,7",1,-1
590,"11,9","6,7,10",0,1
591,"10,2,8","8,2,8","1,0",1
592,"9,3,8","4,8,10","1,0",1
593,"5,10,2,10","6,10,10","1,1",-1
594,"11,6,6","10,8","1,0",-1
595,"5,4,9","2,8,10","1,0",-1
596,"10,11,6,3,7","10,9","1,1,1",-1
597,"8,5,8","3,4,6,10",1,1
598,"10,8,11","7,11","1,0",1
599,"7,9,6","2,8,3,4",1,-1
600,"4,3","10,2,10",0,1
601,"10,2,3,10","2,11,9,10","1,1",-1
602,"10,5,10","10,9",1,-1
603,"10,4,6","6,6,7","1,0",1
604,"10,11,11","10,7","1,0",-1
605,"10,10","7,10",0,1
606,"10,7,8","5,5,5,6",1,-1
607,"10,11","10,10",0,1
608,"3,2","10,11",,-1
609,"10,10,10","10,4,10",2,-1
610,"3,4","7,10",0,-1
611,"6,10,10","10,10",1,-1
612,"10,10","5,7,8",0,0
613,"5,10,11,6","7,3,7","1,1",-1
614,"3,11,10,6","10,6,9","1,1,0",1
615,"6,9,7","5,6,10",1,-1
616,"3,11,4","2,10,10","1,0",1
617,"7,10,7","11,2,5","3,1",-1
617,"7,9","11,2,5","3,1",-1
618,"2,5","3,7,11",0,-1
619,"2,11,7","4,9,4","1,0",1
620,"5,11","5,4,3,11,5","3,0",-1
620,"5,4","5,4,3,11,5","3,0",-1
621,"10,10","6,9,6",0,-1
622,"10,10","3,10,10",0,1
623,"9,5,8","4,10,9",1,-1
624,"5,3","5,8,7",0,-1
625,"10,2","8,10",0,-1
626,"8,10","5,10,2",0,1
627,"2,8,3","9,10",2,-1
628,"4,5","7,10",0,-1
629,"8,10","2,3,4,10",0,-1
630,"10,6,8","2,10,10",1,-1
631,"10,2","9,3,10",0,1
632,"10,10,10","10,7",1,-1
633,"10,10","6,8,8",0,1
634,"7,8","2,8,10",0,-1
635,"11,2,7","10,10",2,0
636,"7,10,10","4,10,9",1,-1
637,"2,3","10,10",0,-1
638,"10,10","6,6,2,4",0,1
639,"7,9,8","9,5,10",1,-1
640,"3,10,5,10","7,4,10","1,1",-1
641,"10,9,6","2,10,10",1,-1
642,"11,8,4","10,4,7","1,0",-1
643,"9,4,3","10,10",2,-1
644,"4,9","11,10",,-1
645,"5,10,9","9,6,11,10",1,-1
646,"9,8,10","2,10,11,11,10",1,-1
647,"2,5","9,4,10",0,1
648,"2,10,10","10,7",2,-1
649,"11,10","4,8,10",0,1
650,"8,10,10","2,4,10,2",1,-1
651,"2,11,9,3,4,8","6,10,11","1,1,1,1",-1
652,"10,10,4","10,10",1,-1
653,"10,6,11,2,7","5,5,2,3,6","1,1,1",-1
654,"8,4,10","10,5,8",2,-1
655,"2,10,4","10,6,10",2,1
656,"10,10","6,7,7",0,0
657,"4,10","10,10",0,-1
658,"6,9,8","9,7,9","3,1",-1
658,"6,10","9,7,9","3,1",1
659,"6,10,5","5,8,10",1,1
